race_date,stadium_id,race_number,boat_number,course_number,racer_number,racer_name,place,start_timing,wind_speed,wind_direction,wave_height,weather,air_temperature,water_temperature,payout_trio,payout_trifecta,official_national_win_rate,official_national_top2_rate,official_national_top3_rate,official_local_win_rate,official_local_top2_rate,official_local_top3_rate,official_avg_st,racer_class,flying_count,late_count,motor_number,motor_top2_rate,motor_top3_rate,boat_number_assigned,boat_top2_rate,boat_top3_rate
2025-07-16,24,7,3,4.0,5226.0,藤田 俊祐,3.0,0.09,4.0,3.0,3.0,1.0,29.0,29.0,310.0,1990.0,5.82,39.26,56.3,0.0,0.0,0.0,0.16,2,0,0,12,50.0,79.17,63,37.5,56.25
2025-07-16,24,7,4,5.0,4645.0,上村 純一,5.0,0.12,4.0,3.0,3.0,1.0,29.0,29.0,310.0,1990.0,6.37,49.45,60.44,5.62,32.43,51.35,0.15,2,0,0,31,46.15,46.15,31,33.33,42.86
2025-07-16,24,7,5,6.0,4961.0,西橋 奈未,4.0,0.18,4.0,3.0,3.0,1.0,29.0,29.0,310.0,1990.0,6.96,50.0,64.89,6.32,45.45,59.09,0.15,1,0,0,68,0.0,0.0,53,57.14,71.43
2025-07-16,24,7,6,3.0,3721.0,守田 俊介,1.0,0.09,4.0,3.0,3.0,1.0,29.0,29.0,310.0,1990.0,7.62,64.21,74.74,8.32,77.27,81.82,0.13,1,0,0,50,26.67,33.33,61,37.5,56.25
2025-07-16,24,8,1,1.0,4189.0,川上 剛,4.0,0.11,1.0,1.0,1.0,1.0,29.0,29.0,880.0,5950.0,6.36,45.21,65.07,6.94,57.58,63.64,0.17,2,0,0,66,29.41,58.82,21,52.17,82.61
2025-07-16,24,8,2,2.0,3779.0,原田 幸哉,2.0,0.11,1.0,1.0,1.0,1.0,29.0,29.0,880.0,5950.0,7.04,46.22,59.66,7.41,53.13,68.75,0.12,1,0,0,64,31.25,43.75,32,36.36,50.0
2025-07-16,24,8,3,3.0,4985.0,井本 昌也,1.0,0.08,1.0,1.0,1.0,1.0,29.0,29.0,880.0,5950.0,6.98,55.12,74.02,7.18,63.27,77.55,0.15,1,0,0,67,25.0,37.5,30,37.5,70.83
2025-07-16,24,8,4,4.0,5224.0,西岡 顕心,5.0,0.1,1.0,1.0,1.0,1.0,29.0,29.0,880.0,5950.0,6.95,51.28,74.36,7.63,62.5,87.5,0.16,1,0,0,61,26.67,26.67,44,33.33,33.33
2025-07-16,24,8,5,5.0,4470.0,平田 健之佑,3.0,0.09,1.0,1.0,1.0,1.0,29.0,29.0,880.0,5950.0,6.83,56.52,69.57,0.0,0.0,0.0,0.15,2,0,0,21,42.86,50.0,51,33.33,50.0
2025-07-16,24,8,6,6.0,4533.0,峰重 侑治,6.0,0.24,1.0,1.0,1.0,1.0,29.0,29.0,880.0,5950.0,5.3,31.65,51.9,5.93,43.33,56.67,0.16,2,2,0,69,23.53,52.94,69,20.0,26.67
2025-07-16,24,9,1,1.0,3946.0,赤岩 善生,1.0,0.16,1.0,1.0,1.0,1.0,29.0,29.0,780.0,6620.0,7.19,56.41,71.79,4.29,14.29,14.29,0.16,1,0,0,22,46.15,61.54,66,61.11,77.78
2025-07-16,24,9,2,2.0,5017.0,澤田 尚也,4.0,0.24,1.0,1.0,1.0,1.0,29.0,29.0,780.0,6620.0,6.92,48.48,68.18,6.52,51.72,68.97,0.15,1,0,0,74,38.89,61.11,57,63.64,72.73
2025-07-16,24,9,3,3.0,3908.0,重成 一人,3.0,0.14,1.0,1.0,1.0,1.0,29.0,29.0,780.0,6620.0,6.59,44.36,59.4,7.0,48.15,66.67,0.14,1,0,0,20,35.71,57.14,33,27.27,40.91
2025-07-16,24,9,4,4.0,5064.0,品川 二千翔,6.0,0.12,1.0,1.0,1.0,1.0,29.0,29.0,780.0,6620.0,5.27,32.58,55.06,0.0,0.0,0.0,0.16,2,0,0,29,42.86,57.14,17,39.13,52.17
2025-07-16,24,9,5,5.0,4788.0,小池 哲也,5.0,0.15,1.0,1.0,1.0,1.0,29.0,29.0,780.0,6620.0,6.17,42.2,60.55,6.74,56.52,69.57,0.15,1,0,0,13,33.33,52.38,13,27.27,36.36
2025-07-16,24,9,6,6.0,5034.0,若林 義人,2.0,0.13,1.0,1.0,1.0,1.0,29.0,29.0,780.0,6620.0,6.47,46.73,63.55,7.11,44.44,55.56,0.14,1,0,0,58,42.86,50.0,65,41.18,52.94
2025-07-16,24,10,1,1.0,5145.0,島川 海輝,1.0,0.11,2.0,1.0,1.0,3.0,28.0,29.0,270.0,1130.0,5.46,37.4,52.03,6.05,55.0,65.0,0.15,2,0,1,32,33.33,33.33,55,50.0,62.5
2025-07-16,24,10,2,2.0,4072.0,森永 淳,2.0,0.06,2.0,1.0,1.0,3.0,28.0,29.0,270.0,1130.0,6.88,56.88,63.3,7.1,53.45,70.69,0.14,1,0,0,14,41.67,58.33,12,47.83,69.57
2025-07-16,24,10,3,3.0,4914.0,吉田 裕平,3.0,0.05,2.0,1.0,1.0,3.0,28.0,29.0,270.0,1130.0,7.61,55.21,70.83,6.33,40.48,59.52,0.13,1,0,0,44,37.5,50.0,27,23.81,38.1
2025-07-16,24,10,4,4.0,5134.0,大原 祥昌,5.0,0.07,2.0,1.0,1.0,3.0,28.0,29.0,270.0,1130.0,5.02,30.3,47.47,4.11,22.22,22.22,0.13,2,1,0,28,33.33,66.67,18,47.83,60.87
2025-07-16,24,10,5,5.0,4825.0,倉持 莉々,4.0,0.07,2.0,1.0,1.0,3.0,28.0,29.0,270.0,1130.0,6.04,50.59,62.35,0.0,0.0,0.0,0.14,2,0,0,17,33.33,33.33,43,66.67,66.67
2025-07-16,24,10,6,6.0,5038.0,金田 智博,6.0,0.05,2.0,1.0,1.0,3.0,28.0,29.0,270.0,1130.0,5.57,35.0,54.17,6.13,45.16,58.06,0.18,2,0,0,46,41.18,64.71,78,56.25,56.25
2025-07-16,24,11,1,1.0,4477.0,篠崎 仁志,1.0,0.14,1.0,1.0,1.0,2.0,28.0,29.0,550.0,860.0,6.97,49.17,68.33,7.0,48.65,64.86,0.14,1,0,0,62,35.29,41.18,49,42.86,57.14
2025-07-16,24,11,2,2.0,4298.0,宮下 元胤,5.0,0.16,1.0,1.0,1.0,2.0,28.0,29.0,550.0,860.0,5.76,36.17,59.57,4.82,23.53,41.18,0.18,2,0,0,24,35.71,64.29,46,37.5,87.5
2025-07-16,24,11,3,3.0,4579.0,中嶋 健一郎,2.0,0.13,1.0,1.0,1.0,2.0,28.0,29.0,550.0,860.0,6.88,48.74,72.27,6.18,47.06,58.82,0.15,1,0,0,35,46.15,76.92,40,20.0,20.0
2025-07-16,24,11,4,4.0,4933.0,板橋 侑我,4.0,0.12,1.0,1.0,1.0,2.0,28.0,29.0,550.0,860.0,7.06,57.04,74.07,7.33,50.0,83.33,0.15,1,0,0,15,52.17,69.57,76,62.5,62.5
2025-07-16,24,11,5,5.0,4531.0,武富 智亮,6.0,0.12,1.0,1.0,1.0,2.0,28.0,29.0,550.0,860.0,5.87,42.28,60.98,6.56,48.89,66.67,0.15,2,1,0,40,33.33,40.0,62,26.67,33.33
2025-07-16,24,11,6,6.0,4497.0,桑原 悠,3.0,0.14,1.0,1.0,1.0,2.0,28.0,29.0,550.0,860.0,6.54,43.0,64.0,7.56,58.17,78.43,0.13,1,1,0,25,23.08,46.15,52,42.86,57.14
2025-07-16,24,12,1,1.0,4961.0,西橋 奈未,1.0,0.09,1.0,1.0,1.0,2.0,28.0,29.0,710.0,1380.0,6.96,50.0,64.89,6.32,45.45,59.09,0.15,1,0,0,68,0.0,0.0,53,57.14,71.43
2025-07-16,24,12,2,2.0,4977.0,馬野 耀,2.0,0.13,1.0,1.0,1.0,2.0,28.0,29.0,710.0,1380.0,6.23,40.22,65.22,5.0,33.33,50.0,0.18,2,0,0,26,57.14,64.29,11,27.27,31.82
2025-07-16,24,12,3,3.0,4804.0,高田 ひかる,3.0,0.11,1.0,1.0,1.0,2.0,28.0,29.0,710.0,1380.0,5.78,34.69,55.1,5.27,36.36,54.55,0.2,2,0,0,30,41.67,66.67,59,44.44,61.11
2025-07-16,24,12,4,4.0,3744.0,徳増 秀樹,4.0,0.07,1.0,1.0,1.0,2.0,28.0,29.0,710.0,1380.0,7.16,57.86,67.14,6.29,50.0,57.14,0.13,1,0,0,33,41.67,58.33,77,35.29,47.06
2025-07-16,24,12,5,5.0,4553.0,坪口 竜也,5.0,0.09,1.0,1.0,1.0,2.0,28.0,29.0,710.0,1380.0,6.43,46.08,67.65,6.52,49.21,69.84,0.15,2,0,0,38,25.0,50.0,56,50.0,50.0
2025-07-16,24,12,6,6.0,5060.0,数原 魁,6.0,0.08,1.0,1.0,1.0,2.0,28.0,29.0,710.0,1380.0,5.62,36.05,59.3,5.0,30.43,43.48,0.17,2,1,0,36,37.5,56.25,58,38.89,77.78
2025-07-17,24,1,1,1.0,5017.0,澤田 尚也,1.0,0.12,2.0,3.0,1.0,1.0,32.0,29.0,620.0,1190.0,6.92,48.48,68.18,6.52,51.72,68.97,0.15,1,0,0,74,38.89,61.11,57,63.64,72.73
2025-07-17,24,1,2,6.0,4533.0,峰重 侑治,5.0,0.24,2.0,3.0,1.0,1.0,32.0,29.0,620.0,1190.0,5.3,31.65,51.9,5.93,43.33,56.67,0.16,2,2,0,69,23.53,52.94,69,20.0,26.67
2025-07-17,24,1,3,2.0,5055.0,眞鳥 章太,2.0,0.14,2.0,3.0,1.0,1.0,32.0,29.0,620.0,1190.0,5.83,41.8,54.92,5.18,32.12,47.45,0.16,2,0,0,57,33.33,53.33,35,21.43,35.71
2025-07-17,24,1,4,3.0,4189.0,川上 剛,4.0,0.14,2.0,3.0,1.0,1.0,32.0,29.0,620.0,1190.0,6.36,45.21,65.07,6.94,57.58,63.64,0.17,2,0,0,66,29.41,58.82,21,52.17,82.61
2025-07-17,24,1,5,4.0,4645.0,上村 純一,6.0,0.14,2.0,3.0,1.0,1.0,32.0,29.0,620.0,1190.0,6.37,49.45,60.44,5.62,32.43,51.35,0.15,2,0,0,31,46.15,46.15,31,33.33,42.86
2025-07-17,24,1,6,5.0,5145.0,島川 海輝,3.0,0.11,2.0,3.0,1.0,1.0,32.0,29.0,620.0,1190.0,5.46,37.4,52.03,6.05,55.0,65.0,0.15,2,0,1,32,33.33,33.33,55,50.0,62.5
2025-07-17,24,2,1,1.0,4930.0,佐藤 悠,2.0,0.13,1.0,3.0,1.0,1.0,31.0,29.0,920.0,3420.0,6.03,43.81,59.05,6.13,53.33,53.33,0.14,2,1,0,73,61.11,88.89,48,71.43,100.0
2025-07-17,24,2,2,2.0,4352.0,下條 雄太郎,1.0,0.14,1.0,3.0,1.0,1.0,31.0,29.0,920.0,3420.0,6.49,41.3,58.7,7.42,59.29,76.99,0.13,1,0,0,60,53.33,53.33,19,34.78,60.87
2025-07-17,24,2,3,3.0,4931.0,木谷 賢太,6.0,0.12,1.0,3.0,1.0,1.0,31.0,29.0,920.0,3420.0,5.81,32.74,54.87,5.93,39.29,60.71,0.16,2,0,0,65,73.68,94.74,28,19.05,33.33
2025-07-17,24,2,4,4.0,4816.0,村松 修二,5.0,0.08,1.0,3.0,1.0,1.0,31.0,29.0,920.0,3420.0,5.85,44.83,58.62,6.64,56.0,76.0,0.16,2,0,0,54,25.0,56.25,15,34.78,39.13
2025-07-17,24,2,5,5.0,5226.0,藤田 俊祐,3.0,0.12,1.0,3.0,1.0,1.0,31.0,29.0,920.0,3420.0,5.82,39.26,56.3,0.0,0.0,0.0,0.16,2,0,0,12,50.0,79.17,63,37.5,56.25
2025-07-17,24,2,6,6.0,4788.0,小池 哲也,4.0,0.16,1.0,3.0,1.0,1.0,31.0,29.0,920.0,3420.0,6.17,42.2,60.55,6.74,56.52,69.57,0.15,1,0,0,13,33.33,52.38,13,27.27,36.36
2025-07-17,24,3,1,1.0,4298.0,宮下 元胤,1.0,0.14,2.0,3.0,1.0,1.0,32.0,29.0,1370.0,3050.0,5.76,36.17,59.57,4.82,23.53,41.18,0.18,2,0,0,24,35.71,64.29,46,37.5,87.5
2025-07-17,24,3,2,2.0,4961.0,西橋 奈未,4.0,0.14,2.0,3.0,1.0,1.0,32.0,29.0,1370.0,3050.0,6.96,50.0,64.89,6.32,45.45,59.09,0.15,1,0,0,68,0.0,0.0,53,57.14,71.43
2025-07-17,24,3,3,3.0,4072.0,森永 淳,6.0,0.2,2.0,3.0,1.0,1.0,32.0,29.0,1370.0,3050.0,6.88,56.88,63.3,7.1,53.45,70.69,0.14,1,0,0,14,41.67,58.33,12,47.83,69.57
2025-07-17,24,3,4,4.0,3721.0,守田 俊介,2.0,0.21,2.0,3.0,1.0,1.0,32.0,29.0,1370.0,3050.0,7.62,64.21,74.74,8.32,77.27,81.82,0.13,1,0,0,50,26.67,33.33,61,37.5,56.25
2025-07-17,24,3,5,5.0,5034.0,若林 義人,5.0,0.16,2.0,3.0,1.0,1.0,32.0,29.0,1370.0,3050.0,6.47,46.73,63.55,7.11,44.44,55.56,0.14,1,0,0,58,42.86,50.0,65,41.18,52.94
2025-07-17,24,3,6,6.0,4470.0,平田 健之佑,3.0,0.15,2.0,3.0,1.0,1.0,32.0,29.0,1370.0,3050.0,6.83,56.52,69.57,0.0,0.0,0.0,0.15,2,0,0,21,42.86,50.0,51,33.33,50.0
2025-07-17,24,4,1,1.0,4441.0,末永 由楽,3.0,0.06,2.0,1.0,1.0,1.0,32.0,29.0,1260.0,14760.0,6.12,40.46,62.6,5.62,34.62,61.54,0.13,1,1,0,43,26.67,40.0,67,18.75,31.25
2025-07-17,24,4,2,2.0,4985.0,井本 昌也,1.0,0.04,2.0,1.0,1.0,1.0,32.0,29.0,1260.0,14760.0,6.98,55.12,74.02,7.18,63.27,77.55,0.15,1,0,0,67,25.0,37.5,30,37.5,70.83
2025-07-17,24,4,3,3.0,5038.0,金田 智博,4.0,0.09,2.0,1.0,1.0,1.0,32.0,29.0,1260.0,14760.0,5.57,35.0,54.17,6.13,45.16,58.06,0.18,2,0,0,46,41.18,64.71,78,56.25,56.25
2025-07-17,24,4,4,4.0,3908.0,重成 一人,5.0,0.04,2.0,1.0,1.0,1.0,32.0,29.0,1260.0,14760.0,6.59,44.36,59.4,7.0,48.15,66.67,0.14,1,0,0,20,35.71,57.14,33,27.27,40.91
2025-07-17,24,4,5,5.0,4804.0,高田 ひかる,2.0,0.05,2.0,1.0,1.0,1.0,32.0,29.0,1260.0,14760.0,5.78,34.69,55.1,5.27,36.36,54.55,0.2,2,0,0,30,41.67,66.67,59,44.44,61.11
2025-07-17,24,4,6,6.0,5161.0,登玉 隼百,6.0,0.04,2.0,1.0,1.0,1.0,32.0,29.0,1260.0,14760.0,5.89,45.63,62.14,5.29,42.86,50.0,0.13,2,0,0,39,50.0,56.25,45,28.57,57.14
2025-07-17,24,5,1,1.0,5224.0,西岡 顕心,1.0,0.16,2.0,3.0,1.0,3.0,31.0,29.0,1680.0,4350.0,6.95,51.28,74.36,7.63,62.5,87.5,0.16,1,0,0,61,26.67,26.67,44,33.33,33.33
2025-07-17,24,5,2,2.0,4531.0,武富 智亮,4.0,0.17,2.0,3.0,1.0,3.0,31.0,29.0,1680.0,4350.0,5.87,42.28,60.98,6.56,48.89,66.67,0.15,2,1,0,40,33.33,40.0,62,26.67,33.33
2025-07-17,24,5,3,3.0,4787.0,椎名 豊,5.0,0.19,2.0,3.0,1.0,3.0,31.0,29.0,1680.0,4350.0,7.02,48.82,66.14,8.6,65.0,87.5,0.15,1,0,0,27,23.08,38.46,75,37.5,50.0
2025-07-17,24,5,4,4.0,4553.0,坪口 竜也,2.0,0.15,2.0,3.0,1.0,3.0,31.0,29.0,1680.0,4350.0,6.43,46.08,67.65,6.52,49.21,69.84,0.15,2,0,0,38,25.0,50.0,56,50.0,50.0
2025-07-17,24,5,5,5.0,5060.0,数原 魁,6.0,0.16,2.0,3.0,1.0,3.0,31.0,29.0,1680.0,4350.0,5.62,36.05,59.3,5.0,30.43,43.48,0.17,2,1,0,36,37.5,56.25,58,38.89,77.78
2025-07-17,24,5,6,6.0,3978.0,齊藤 仁,3.0,0.17,2.0,3.0,1.0,3.0,31.0,29.0,1680.0,4350.0,6.55,38.69,62.04,7.71,54.17,62.5,0.14,1,0,0,53,41.18,58.82,25,43.48,69.57
2025-07-17,24,6,1,1.0,4497.0,桑原 悠,1.0,0.1,1.0,1.0,1.0,2.0,30.0,29.0,400.0,920.0,6.54,43.0,64.0,7.56,58.17,78.43,0.13,1,1,0,25,23.08,46.15,52,42.86,57.14
2025-07-17,24,6,2,2.0,4294.0,古賀 繁輝,2.0,0.07,1.0,1.0,1.0,2.0,30.0,29.0,400.0,920.0,6.3,43.82,56.18,5.49,26.83,43.9,0.17,2,0,0,47,64.71,70.59,23,23.81,28.57
2025-07-17,24,6,3,3.0,4824.0,松井 洪弥,4.0,0.08,1.0,1.0,1.0,2.0,30.0,29.0,400.0,920.0,6.65,41.98,65.65,6.52,47.83,69.57,0.13,2,0,0,52,50.0,61.11,26,38.89,50.0
2025-07-17,24,6,4,4.0,4075.0,中野 次郎,3.0,0.08,1.0,1.0,1.0,2.0,30.0,29.0,400.0,920.0,7.02,50.0,67.69,6.2,34.0,56.0,0.13,1,0,0,59,52.94,64.71,29,45.83,62.5
2025-07-17,24,6,5,5.0,4189.0,川上 剛,6.0,0.1,1.0,1.0,1.0,2.0,30.0,29.0,400.0,920.0,6.36,45.21,65.07,6.94,57.58,63.64,0.17,2,0,0,66,29.41,58.82,21,52.17,82.61
2025-07-17,24,6,6,6.0,4933.0,板橋 侑我,5.0,0.1,1.0,1.0,1.0,2.0,30.0,29.0,400.0,920.0,7.06,57.04,74.07,7.33,50.0,83.33,0.15,1,0,0,15,52.17,69.57,76,62.5,62.5
2025-07-17,24,7,1,1.0,5064.0,品川 二千翔,1.0,0.04,1.0,1.0,1.0,1.0,29.0,29.0,380.0,1210.0,5.27,32.58,55.06,0.0,0.0,0.0,0.16,2,0,0,29,42.86,57.14,17,39.13,52.17
2025-07-17,24,7,2,2.0,3744.0,徳増 秀樹,2.0,0.08,1.0,1.0,1.0,1.0,29.0,29.0,380.0,1210.0,7.16,57.86,67.14,6.29,50.0,57.14,0.13,1,0,0,33,41.67,58.33,77,35.29,47.06
2025-07-17,24,7,3,3.0,5141.0,大澤 風葵,3.0,0.03,1.0,1.0,1.0,1.0,29.0,29.0,380.0,1210.0,5.6,33.96,56.6,3.67,0.0,33.33,0.12,1,0,0,11,58.33,66.67,64,55.56,66.67
2025-07-17,24,7,4,4.0,5226.0,藤田 俊祐,5.0,0.04,1.0,1.0,1.0,1.0,29.0,29.0,380.0,1210.0,5.82,39.26,56.3,0.0,0.0,0.0,0.16,2,0,0,12,50.0,79.17,63,37.5,56.25
2025-07-17,24,7,5,5.0,5055.0,眞鳥 章太,6.0,0.05,1.0,1.0,1.0,1.0,29.0,29.0,380.0,1210.0,5.83,41.8,54.92,5.18,32.12,47.45,0.16,2,0,0,57,33.33,53.33,35,21.43,35.71
2025-07-17,24,7,6,6.0,4914.0,吉田 裕平,4.0,0.03,1.0,1.0,1.0,1.0,29.0,29.0,380.0,1210.0,7.61,55.21,70.83,6.33,40.48,59.52,0.13,1,0,0,44,37.5,50.0,27,23.81,38.1
2025-07-17,24,8,1,1.0,5134.0,大原 祥昌,1.0,0.07,1.0,1.0,1.0,1.0,29.0,29.0,390.0,1020.0,5.02,30.3,47.47,4.11,22.22,22.22,0.13,2,1,0,28,33.33,66.67,18,47.83,60.87
2025-07-17,24,8,2,2.0,4649.0,和田 操拓,4.0,0.07,1.0,1.0,1.0,1.0,29.0,29.0,390.0,1020.0,5.92,38.35,60.15,0.0,0.0,0.0,0.14,2,0,0,49,29.41,41.18,41,57.14,71.43
2025-07-17,24,8,3,6.0,4533.0,峰重 侑治,5.0,0.19,1.0,1.0,1.0,1.0,29.0,29.0,390.0,1020.0,5.3,31.65,51.9,5.93,43.33,56.67,0.16,2,2,0,69,23.53,52.94,69,20.0,26.67
2025-07-17,24,8,4,3.0,4352.0,下條 雄太郎,2.0,0.08,1.0,1.0,1.0,1.0,29.0,29.0,390.0,1020.0,6.49,41.3,58.7,7.42,59.29,76.99,0.13,1,0,0,60,53.33,53.33,19,34.78,60.87
2025-07-17,24,8,5,4.0,4579.0,中嶋 健一郎,3.0,0.19,1.0,1.0,1.0,1.0,29.0,29.0,390.0,1020.0,6.88,48.74,72.27,6.18,47.06,58.82,0.15,1,0,0,35,46.15,76.92,40,20.0,20.0
2025-07-17,24,8,6,5.0,4961.0,西橋 奈未,6.0,0.18,1.0,1.0,1.0,1.0,29.0,29.0,390.0,1020.0,6.96,50.0,64.89,6.32,45.45,59.09,0.15,1,0,0,68,0.0,0.0,53,57.14,71.43
2025-07-17,24,9,1,1.0,4804.0,高田 ひかる,3.0,0.07,1.0,1.0,1.0,1.0,29.0,29.0,990.0,7000.0,5.78,34.69,55.1,5.27,36.36,54.55,0.2,2,0,0,30,41.67,66.67,59,44.44,61.11
2025-07-17,24,9,2,3.0,4645.0,上村 純一,6.0,0.14,1.0,1.0,1.0,1.0,29.0,29.0,990.0,7000.0,6.37,49.45,60.44,5.62,32.43,51.35,0.15,2,0,0,31,46.15,46.15,31,33.33,42.86
2025-07-17,24,9,3,2.0,3946.0,赤岩 善生,5.0,0.14,1.0,1.0,1.0,1.0,29.0,29.0,990.0,7000.0,7.19,56.41,71.79,4.29,14.29,14.29,0.16,1,0,0,22,46.15,61.54,66,61.11,77.78
2025-07-17,24,9,4,4.0,4977.0,馬野 耀,1.0,0.13,1.0,1.0,1.0,1.0,29.0,29.0,990.0,7000.0,6.23,40.22,65.22,5.0,33.33,50.0,0.18,2,0,0,26,57.14,64.29,11,27.27,31.82
2025-07-17,24,9,5,5.0,4477.0,篠崎 仁志,2.0,0.13,1.0,1.0,1.0,1.0,29.0,29.0,990.0,7000.0,6.97,49.17,68.33,7.0,48.65,64.86,0.14,1,0,0,62,35.29,41.18,49,42.86,57.14
2025-07-17,24,9,6,6.0,4278.0,藤岡 俊介,4.0,0.16,1.0,1.0,1.0,1.0,29.0,29.0,990.0,7000.0,6.45,44.83,62.07,7.45,62.07,72.41,0.12,1,0,0,45,18.75,50.0,50,71.43,71.43
2025-07-17,24,10,1,1.0,4825.0,倉持 莉々,1.0,0.12,1.0,1.0,1.0,1.0,29.0,29.0,670.0,2710.0,6.04,50.59,62.35,0.0,0.0,0.0,0.14,2,0,0,17,33.33,33.33,43,66.67,66.67
2025-07-17,24,10,2,2.0,5224.0,西岡 顕心,4.0,0.08,1.0,1.0,1.0,1.0,29.0,29.0,670.0,2710.0,6.95,51.28,74.36,7.63,62.5,87.5,0.16,1,0,0,61,26.67,26.67,44,33.33,33.33
2025-07-17,24,10,3,3.0,5145.0,島川 海輝,2.0,0.06,1.0,1.0,1.0,1.0,29.0,29.0,670.0,2710.0,5.46,37.4,52.03,6.05,55.0,65.0,0.15,2,0,1,32,33.33,33.33,55,50.0,62.5
2025-07-17,24,10,4,4.0,3779.0,原田 幸哉,3.0,0.06,1.0,1.0,1.0,1.0,29.0,29.0,670.0,2710.0,7.04,46.22,59.66,7.41,53.13,68.75,0.12,1,0,0,64,31.25,43.75,32,36.36,50.0
2025-07-17,24,10,5,6.0,4930.0,佐藤 悠,6.0,0.17,1.0,1.0,1.0,1.0,29.0,29.0,670.0,2710.0,6.03,43.81,59.05,6.13,53.33,53.33,0.14,2,1,0,73,61.11,88.89,48,71.43,100.0
2025-07-17,24,10,6,5.0,3876.0,中辻 崇人,5.0,0.05,1.0,1.0,1.0,1.0,29.0,29.0,670.0,2710.0,7.91,66.67,78.79,7.04,55.56,68.89,0.16,2,0,0,48,37.5,68.75,24,38.1,57.14
2025-07-17,24,11,1,1.0,4787.0,椎名 豊,4.0,0.06,1.0,1.0,1.0,1.0,29.0,29.0,3820.0,72360.0,7.02,48.82,66.14,8.6,65.0,87.5,0.15,1,0,0,27,23.08,38.46,75,37.5,50.0
2025-07-17,24,11,2,2.0,4931.0,木谷 賢太,3.0,0.11,1.0,1.0,1.0,1.0,29.0,29.0,3820.0,72360.0,5.81,32.74,54.87,5.93,39.29,60.71,0.16,2,0,0,65,73.68,94.74,28,19.05,33.33
2025-07-17,24,11,3,3.0,5034.0,若林 義人,2.0,0.05,1.0,1.0,1.0,1.0,29.0,29.0,3820.0,72360.0,6.47,46.73,63.55,7.11,44.44,55.56,0.14,1,0,0,58,42.86,50.0,65,41.18,52.94
2025-07-17,24,11,4,4.0,5017.0,澤田 尚也,6.0,0.09,1.0,1.0,1.0,1.0,29.0,29.0,3820.0,72360.0,6.92,48.48,68.18,6.52,51.72,68.97,0.15,1,0,0,74,38.89,61.11,57,63.64,72.73
2025-07-17,24,11,5,5.0,4985.0,井本 昌也,1.0,0.08,1.0,1.0,1.0,1.0,29.0,29.0,3820.0,72360.0,6.98,55.12,74.02,7.18,63.27,77.55,0.15,1,0,0,67,25.0,37.5,30,37.5,70.83
2025-07-17,24,11,6,6.0,4075.0,中野 次郎,5.0,0.08,1.0,1.0,1.0,1.0,29.0,29.0,3820.0,72360.0,7.02,50.0,67.69,6.2,34.0,56.0,0.13,1,0,0,59,52.94,64.71,29,45.83,62.5
2025-07-17,24,12,1,1.0,3908.0,重成 一人,1.0,0.11,1.0,1.0,1.0,1.0,29.0,29.0,380.0,800.0,6.59,44.36,59.4,7.0,48.15,66.67,0.14,1,0,0,20,35.71,57.14,33,27.27,40.91
2025-07-17,24,12,2,2.0,4816.0,村松 修二,6.0,0.11,1.0,1.0,1.0,1.0,29.0,29.0,380.0,800.0,5.85,44.83,58.62,6.64,56.0,76.0,0.16,2,0,0,54,25.0,56.25,15,34.78,39.13
2025-07-17,24,12,3,3.0,3721.0,守田 俊介,2.0,0.14,1.0,1.0,1.0,1.0,29.0,29.0,380.0,800.0,7.62,64.21,74.74,8.32,77.27,81.82,0.13,1,0,0,50,26.67,33.33,61,37.5,56.25
2025-07-17,24,12,4,4.0,5141.0,大澤 風葵,3.0,0.12,1.0,1.0,1.0,1.0,29.0,29.0,380.0,800.0,5.6,33.96,56.6,3.67,0.0,33.33,0.12,1,0,0,11,58.33,66.67,64,55.56,66.67
2025-07-17,24,12,5,5.0,3978.0,齊藤 仁,4.0,0.15,1.0,1.0,1.0,1.0,29.0,29.0,380.0,800.0,6.55,38.69,62.04,7.71,54.17,62.5,0.14,1,0,0,53,41.18,58.82,25,43.48,69.57
2025-07-17,24,12,6,6.0,4824.0,松井 洪弥,5.0,0.21,1.0,1.0,1.0,1.0,29.0,29.0,380.0,800.0,6.65,41.98,65.65,6.52,47.83,69.57,0.13,2,0,0,52,50.0,61.11,26,38.89,50.0
2025-07-18,24,1,1,6.0,4533.0,峰重 侑治,5.0,0.15,1.0,15.0,1.0,3.0,26.0,29.0,2820.0,13730.0,5.3,31.65,51.9,5.93,43.33,56.67,0.16,2,2,0,69,23.53,52.94,69,20.0,26.67
2025-07-18,24,1,2,1.0,4553.0,坪口 竜也,4.0,0.12,1.0,15.0,1.0,3.0,26.0,29.0,2820.0,13730.0,6.43,46.08,67.65,6.52,49.21,69.84,0.15,2,0,0,38,25.0,50.0,56,50.0,50.0
2025-07-18,24,1,3,2.0,5161.0,登玉 隼百,6.0,0.09,1.0,15.0,1.0,3.0,26.0,29.0,2820.0,13730.0,5.89,45.63,62.14,5.29,42.86,50.0,0.13,2,0,0,39,50.0,56.25,45,28.57,57.14
2025-07-18,24,1,4,3.0,4294.0,古賀 繁輝,2.0,0.02,1.0,15.0,1.0,3.0,26.0,29.0,2820.0,13730.0,6.3,43.82,56.18,5.49,26.83,43.9,0.17,2,0,0,47,64.71,70.59,23,23.81,28.57
